Player,ContextType,ContextValue,FG_PCT
Wendell Moore Jr.,ShotClock,24-22,0.25
Wendell Moore Jr.,ShotClock,22-18 Very Early,0.579
Wendell Moore Jr.,ShotClock,18-15 Early,0.5
Wendell Moore Jr.,ShotClock,15-7 Average,0.417
Wendell Moore Jr.,ShotClock,7-4 Late,0.5
Wendell Moore Jr.,ShotClock,4-0 Very Late,0.455
Ja Morant,TouchTime,Touch < 2 Seconds,0.419
Ja Morant,TouchTime,Touch 2-6 Seconds,0.485
Ja Morant,TouchTime,Touch 6+ Seconds,0.447
Ja Morant,DribbleRange,0 Dribbles,0.406
Ja Morant,DribbleRange,1 Dribble,0.455
Ja Morant,DribbleRange,2 Dribbles,0.459
Ja Morant,DribbleRange,3-6 Dribbles,0.5
Ja Morant,DribbleRange,7+ Dribbles,0.443
Ja Morant,DefenderDistance,0-2 Feet - Very Tight,0.403
Ja Morant,DefenderDistance,2-4 Feet - Tight,0.545
Ja Morant,DefenderDistance,4-6 Feet - Open,0.436
Ja Morant,DefenderDistance,6+ Feet - Wide Open,0.345
Ja Morant,ShotClock,24-22,0.538
Ja Morant,ShotClock,22-18 Very Early,0.515
Ja Morant,ShotClock,18-15 Early,0.461
Ja Morant,ShotClock,15-7 Average,0.436
Ja Morant,ShotClock,7-4 Late,0.453
Ja Morant,ShotClock,4-0 Very Late,0.365
Markieff Morris,TouchTime,Touch < 2 Seconds,0.31
Markieff Morris,TouchTime,Touch 2-6 Seconds,0.368
Markieff Morris,DribbleRange,0 Dribbles,0.333
Markieff Morris,DribbleRange,1 Dribble,0.2
Markieff Morris,DribbleRange,2 Dribbles,0.0
Markieff Morris,DribbleRange,3-6 Dribbles,0.5
Markieff Morris,DefenderDistance,0-2 Feet - Very Tight,1.0
Markieff Morris,DefenderDistance,2-4 Feet - Tight,0.389
Markieff Morris,DefenderDistance,4-6 Feet - Open,0.3
Markieff Morris,DefenderDistance,6+ Feet - Wide Open,0.263
Markieff Morris,ShotClock,24-22,0.0
Markieff Morris,ShotClock,22-18 Very Early,0.333
Markieff Morris,ShotClock,18-15 Early,0.4
Markieff Morris,ShotClock,15-7 Average,0.25
Markieff Morris,ShotClock,7-4 Late,0.545
Markieff Morris,ShotClock,4-0 Very Late,0.25
Monté Morris,TouchTime,Touch < 2 Seconds,0.436
Monté Morris,TouchTime,Touch 2-6 Seconds,0.387
Monté Morris,TouchTime,Touch 6+ Seconds,0.462
Monté Morris,DribbleRange,0 Dribbles,0.405
Monté Morris,DribbleRange,1 Dribble,0.556
Monté Morris,DribbleRange,2 Dribbles,0.286
Monté Morris,DribbleRange,3-6 Dribbles,0.439
Monté Morris,DribbleRange,7+ Dribbles,0.472
Monté Morris,DefenderDistance,0-2 Feet - Very Tight,0.667
Monté Morris,DefenderDistance,2-4 Feet - Tight,0.455
Monté Morris,DefenderDistance,4-6 Feet - Open,0.393
Monté Morris,DefenderDistance,6+ Feet - Wide Open,0.39
Monté Morris,ShotClock,24-22,1.0
Monté Morris,ShotClock,22-18 Very Early,0.37
Monté Morris,ShotClock,18-15 Early,0.5
Monté Morris,ShotClock,15-7 Average,0.464
Monté Morris,ShotClock,7-4 Late,0.261
Monté Morris,ShotClock,4-0 Very Late,0.385
Trey Murphy III,TouchTime,Touch < 2 Seconds,0.486
Trey Murphy III,TouchTime,Touch 2-6 Seconds,0.444
Trey Murphy III,TouchTime,Touch 6+ Seconds,0.325
Trey Murphy III,DribbleRange,0 Dribbles,0.486
Trey Murphy III,DribbleRange,1 Dribble,0.539
Trey Murphy III,DribbleRange,2 Dribbles,0.432
Trey Murphy III,DribbleRange,3-6 Dribbles,0.408
Trey Murphy III,DribbleRange,7+ Dribbles,0.372
Trey Murphy III,DefenderDistance,0-2 Feet - Very Tight,0.558
Trey Murphy III,DefenderDistance,2-4 Feet - Tight,0.456
Trey Murphy III,DefenderDistance,4-6 Feet - Open,0.444
Trey Murphy III,DefenderDistance,6+ Feet - Wide Open,0.444
Trey Murphy III,ShotClock,24-22,0.588
Trey Murphy III,ShotClock,22-18 Very Early,0.56
Trey Murphy III,ShotClock,18-15 Early,0.437
Trey Murphy III,ShotClock,15-7 Average,0.434
Trey Murphy III,ShotClock,7-4 Late,0.47
Trey Murphy III,ShotClock,4-0 Very Late,0.288
Dejounte Murray,TouchTime,Touch < 2 Seconds,0.309
Dejounte Murray,TouchTime,Touch 2-6 Seconds,0.471
Dejounte Murray,TouchTime,Touch 6+ Seconds,0.379
Dejounte Murray,DribbleRange,0 Dribbles,0.295
Dejounte Murray,DribbleRange,1 Dribble,0.379
Dejounte Murray,DribbleRange,2 Dribbles,0.591
Dejounte Murray,DribbleRange,3-6 Dribbles,0.43
Dejounte Murray,DribbleRange,7+ Dribbles,0.372
Dejounte Murray,DefenderDistance,0-2 Feet - Very Tight,0.423
Dejounte Murray,DefenderDistance,2-4 Feet - Tight,0.377
Dejounte Murray,DefenderDistance,4-6 Feet - Open,0.401
Dejounte Murray,DefenderDistance,6+ Feet - Wide Open,0.422
Dejounte Murray,ShotClock,24-22,0.625
Dejounte Murray,ShotClock,22-18 Very Early,0.529
Dejounte Murray,ShotClock,18-15 Early,0.379
Dejounte Murray,ShotClock,15-7 Average,0.403
Dejounte Murray,ShotClock,7-4 Late,0.283
Dejounte Murray,ShotClock,4-0 Very Late,0.278
Jamal Murray,TouchTime,Touch < 2 Seconds,0.476
Jamal Murray,TouchTime,Touch 2-6 Seconds,0.486
Jamal Murray,TouchTime,Touch 6+ Seconds,0.456
Jamal Murray,DribbleRange,0 Dribbles,0.459
Jamal Murray,DribbleRange,1 Dribble,0.52
Jamal Murray,DribbleRange,2 Dribbles,0.45
Jamal Murray,DribbleRange,3-6 Dribbles,0.475
Jamal Murray,DribbleRange,7+ Dribbles,0.476
Jamal Murray,DefenderDistance,0-2 Feet - Very Tight,0.319
Jamal Murray,DefenderDistance,2-4 Feet - Tight,0.52
Jamal Murray,DefenderDistance,4-6 Feet - Open,0.463
Jamal Murray,DefenderDistance,6+ Feet - Wide Open,0.468
Jamal Murray,ShotClock,24-22,0.583
Jamal Murray,ShotClock,22-18 Very Early,0.547
Jamal Murray,ShotClock,18-15 Early,0.456
Jamal Murray,ShotClock,15-7 Average,0.474
Jamal Murray,ShotClock,7-4 Late,0.5
Jamal Murray,ShotClock,4-0 Very Late,0.34
Keegan Murray,TouchTime,Touch < 2 Seconds,0.42
Keegan Murray,TouchTime,Touch 2-6 Seconds,0.502
Keegan Murray,TouchTime,Touch 6+ Seconds,0.462
Keegan Murray,DribbleRange,0 Dribbles,0.417
Keegan Murray,DribbleRange,1 Dribble,0.42
Keegan Murray,DribbleRange,2 Dribbles,0.521
Keegan Murray,DribbleRange,3-6 Dribbles,0.504
Keegan Murray,DribbleRange,7+ Dribbles,0.471
Keegan Murray,DefenderDistance,0-2 Feet - Very Tight,0.683
Keegan Murray,DefenderDistance,2-4 Feet - Tight,0.545
Keegan Murray,DefenderDistance,4-6 Feet - Open,0.318
Keegan Murray,DefenderDistance,6+ Feet - Wide Open,0.45
Keegan Murray,ShotClock,24-22,0.714
Keegan Murray,ShotClock,22-18 Very Early,0.533
Keegan Murray,ShotClock,18-15 Early,0.358
Keegan Murray,ShotClock,15-7 Average,0.436
Keegan Murray,ShotClock,7-4 Late,0.383
Keegan Murray,ShotClock,4-0 Very Late,0.397
Kris Murray,TouchTime,Touch < 2 Seconds,0.409
Kris Murray,TouchTime,Touch 2-6 Seconds,0.424
Kris Murray,TouchTime,Touch 6+ Seconds,0.625
Kris Murray,DribbleRange,0 Dribbles,0.38
Kris Murray,DribbleRange,1 Dribble,0.5
Kris Murray,DribbleRange,2 Dribbles,0.483
Kris Murray,DribbleRange,3-6 Dribbles,0.467
Kris Murray,DribbleRange,7+ Dribbles,0.4
Kris Murray,DefenderDistance,0-2 Feet - Very Tight,0.395
Kris Murray,DefenderDistance,2-4 Feet - Tight,0.554
Kris Murray,DefenderDistance,4-6 Feet - Open,0.457
Kris Murray,DefenderDistance,6+ Feet - Wide Open,0.286
Kris Murray,ShotClock,24-22,0.48
Kris Murray,ShotClock,22-18 Very Early,0.446
Kris Murray,ShotClock,18-15 Early,0.465
Kris Murray,ShotClock,15-7 Average,0.407
Kris Murray,ShotClock,7-4 Late,0.333
Kris Murray,ShotClock,4-0 Very Late,0.304
Svi Mykhailiuk,TouchTime,Touch < 2 Seconds,0.43
Svi Mykhailiuk,TouchTime,Touch 2-6 Seconds,0.362
Svi Mykhailiuk,TouchTime,Touch 6+ Seconds,0.354
Svi Mykhailiuk,DribbleRange,0 Dribbles,0.422
Svi Mykhailiuk,DribbleRange,1 Dribble,0.35
Svi Mykhailiuk,DribbleRange,2 Dribbles,0.462
Svi Mykhailiuk,DribbleRange,3-6 Dribbles,0.37
Svi Mykhailiuk,DribbleRange,7+ Dribbles,0.365
Svi Mykhailiuk,DefenderDistance,0-2 Feet - Very Tight,0.467
Svi Mykhailiuk,DefenderDistance,2-4 Feet - Tight,0.33
Svi Mykhailiuk,DefenderDistance,4-6 Feet - Open,0.393
Svi Mykhailiuk,DefenderDistance,6+ Feet - Wide Open,0.458
Svi Mykhailiuk,ShotClock,24-22,0.75
Svi Mykhailiuk,ShotClock,22-18 Very Early,0.463
Svi Mykhailiuk,ShotClock,18-15 Early,0.386
Svi Mykhailiuk,ShotClock,15-7 Average,0.381
Svi Mykhailiuk,ShotClock,7-4 Late,0.333
Svi Mykhailiuk,ShotClock,4-0 Very Late,0.364
Pete Nance,TouchTime,Touch < 2 Seconds,0.5
Pete Nance,TouchTime,Touch 6+ Seconds,1.0
Pete Nance,DribbleRange,0 Dribbles,0.533
Pete Nance,DribbleRange,1 Dribble,0.0
Pete Nance,DribbleRange,3-6 Dribbles,1.0
Pete Nance,DefenderDistance,2-4 Feet - Tight,1.0
Pete Nance,DefenderDistance,4-6 Feet - Open,0.0
Pete Nance,DefenderDistance,6+ Feet - Wide Open,0.417
Pete Nance,ShotClock,18-15 Early,0.0
Pete Nance,ShotClock,15-7 Average,0.545
Pete Nance,ShotClock,7-4 Late,0.333
Pete Nance,ShotClock,4-0 Very Late,1.0
Andrew Nembhard,TouchTime,Touch < 2 Seconds,0.37
Andrew Nembhard,TouchTime,Touch 2-6 Seconds,0.496
Andrew Nembhard,TouchTime,Touch 6+ Seconds,0.531
Andrew Nembhard,DribbleRange,0 Dribbles,0.377
Andrew Nembhard,DribbleRange,1 Dribble,0.457
Andrew Nembhard,DribbleRange,2 Dribbles,0.426
Andrew Nembhard,DribbleRange,3-6 Dribbles,0.513
Andrew Nembhard,DribbleRange,7+ Dribbles,0.535
Andrew Nembhard,DefenderDistance,0-2 Feet - Very Tight,0.385
Andrew Nembhard,DefenderDistance,2-4 Feet - Tight,0.543
Andrew Nembhard,DefenderDistance,4-6 Feet - Open,0.478
Andrew Nembhard,DefenderDistance,6+ Feet - Wide Open,0.389
Andrew Nembhard,ShotClock,24-22,0.8
Andrew Nembhard,ShotClock,22-18 Very Early,0.51
Andrew Nembhard,ShotClock,18-15 Early,0.523
Andrew Nembhard,ShotClock,15-7 Average,0.432
Andrew Nembhard,ShotClock,7-4 Late,0.457
Andrew Nembhard,ShotClock,4-0 Very Late,0.339
Aaron Nesmith,TouchTime,Touch < 2 Seconds,0.506
Aaron Nesmith,TouchTime,Touch 2-6 Seconds,0.514
Aaron Nesmith,TouchTime,Touch 6+ Seconds,0.0
Aaron Nesmith,DribbleRange,0 Dribbles,0.51
Aaron Nesmith,DribbleRange,1 Dribble,0.462
Aaron Nesmith,DribbleRange,2 Dribbles,0.523
Aaron Nesmith,DribbleRange,3-6 Dribbles,0.517
Aaron Nesmith,DefenderDistance,0-2 Feet - Very Tight,0.45
Aaron Nesmith,DefenderDistance,2-4 Feet - Tight,0.545
Aaron Nesmith,DefenderDistance,4-6 Feet - Open,0.487
Aaron Nesmith,DefenderDistance,6+ Feet - Wide Open,0.503
Aaron Nesmith,ShotClock,24-22,0.5
Aaron Nesmith,ShotClock,22-18 Very Early,0.615
Aaron Nesmith,ShotClock,18-15 Early,0.574
Aaron Nesmith,ShotClock,15-7 Average,0.452
Aaron Nesmith,ShotClock,7-4 Late,0.469
Aaron Nesmith,ShotClock,4-0 Very Late,0.393
Tristen Newton,TouchTime,Touch < 2 Seconds,0.0
Tristen Newton,TouchTime,Touch 6+ Seconds,0.0
Tristen Newton,DribbleRange,2 Dribbles,0.0
Tristen Newton,DribbleRange,7+ Dribbles,0.0
Tristen Newton,DefenderDistance,2-4 Feet - Tight,0.0
Tristen Newton,ShotClock,7-4 Late,0.0
Tristen Newton,ShotClock,4-0 Very Late,0.0
Daishen Nix,TouchTime,Touch < 2 Seconds,0.0
Daishen Nix,DribbleRange,0 Dribbles,0.0
Daishen Nix,DefenderDistance,4-6 Feet - Open,0.0
Daishen Nix,ShotClock,15-7 Average,0.0
Zeke Nnaji,TouchTime,Touch < 2 Seconds,0.529
Zeke Nnaji,TouchTime,Touch 2-6 Seconds,0.35
Zeke Nnaji,DribbleRange,0 Dribbles,0.536
Zeke Nnaji,DribbleRange,1 Dribble,0.385
Zeke Nnaji,DribbleRange,2 Dribbles,0.4
Zeke Nnaji,DribbleRange,3-6 Dribbles,0.25
Zeke Nnaji,DefenderDistance,0-2 Feet - Very Tight,0.538
Zeke Nnaji,DefenderDistance,2-4 Feet - Tight,0.574
Zeke Nnaji,DefenderDistance,4-6 Feet - Open,0.462
Zeke Nnaji,DefenderDistance,6+ Feet - Wide Open,0.435
Zeke Nnaji,ShotClock,24-22,0.5
Zeke Nnaji,ShotClock,22-18 Very Early,0.75
Zeke Nnaji,ShotClock,18-15 Early,0.5
Zeke Nnaji,ShotClock,15-7 Average,0.441
Zeke Nnaji,ShotClock,7-4 Late,0.5
Zeke Nnaji,ShotClock,4-0 Very Late,0.333
Jaylen Nowell,TouchTime,Touch < 2 Seconds,0.37
Jaylen Nowell,TouchTime,Touch 2-6 Seconds,0.333
Jaylen Nowell,TouchTime,Touch 6+ Seconds,0.385
Jaylen Nowell,DribbleRange,0 Dribbles,0.435
Jaylen Nowell,DribbleRange,1 Dribble,0.0
Jaylen Nowell,DribbleRange,2 Dribbles,0.125
Jaylen Nowell,DribbleRange,3-6 Dribbles,0.385
Jaylen Nowell,DribbleRange,7+ Dribbles,0.385
Jaylen Nowell,DefenderDistance,0-2 Feet - Very Tight,0.0
Jaylen Nowell,DefenderDistance,2-4 Feet - Tight,0.308
Jaylen Nowell,DefenderDistance,4-6 Feet - Open,0.348
Jaylen Nowell,DefenderDistance,6+ Feet - Wide Open,0.435
Jaylen Nowell,ShotClock,24-22,1.0
Jaylen Nowell,ShotClock,22-18 Very Early,0.375
Jaylen Nowell,ShotClock,18-15 Early,0.6
Jaylen Nowell,ShotClock,15-7 Average,0.303
Jaylen Nowell,ShotClock,7-4 Late,0.143
Jaylen Nowell,ShotClock,4-0 Very Late,0.222
Royce O'Neale,TouchTime,Touch < 2 Seconds,0.436
Royce O'Neale,TouchTime,Touch 2-6 Seconds,0.364
Royce O'Neale,TouchTime,Touch 6+ Seconds,0.333
Royce O'Neale,DribbleRange,0 Dribbles,0.441
Royce O'Neale,DribbleRange,1 Dribble,0.429
Royce O'Neale,DribbleRange,2 Dribbles,0.333
Royce O'Neale,DribbleRange,3-6 Dribbles,0.31
Royce O'Neale,DribbleRange,7+ Dribbles,0.5
Royce O'Neale,DefenderDistance,0-2 Feet - Very Tight,0.444
Royce O'Neale,DefenderDistance,2-4 Feet - Tight,0.387
Royce O'Neale,DefenderDistance,4-6 Feet - Open,0.433
Royce O'Neale,DefenderDistance,6+ Feet - Wide Open,0.426
Royce O'Neale,ShotClock,24-22,0.533
Royce O'Neale,ShotClock,22-18 Very Early,0.489
Royce O'Neale,ShotClock,18-15 Early,0.479
Royce O'Neale,ShotClock,15-7 Average,0.42
Royce O'Neale,ShotClock,7-4 Late,0.417
Royce O'Neale,ShotClock,4-0 Very Late,0.288
Chuma Okeke,TouchTime,Touch < 2 Seconds,0.4
Chuma Okeke,TouchTime,Touch 2-6 Seconds,0.0
Chuma Okeke,DribbleRange,0 Dribbles,0.4
Chuma Okeke,DribbleRange,1 Dribble,0.0
Chuma Okeke,DribbleRange,2 Dribbles,0.0
Chuma Okeke,DefenderDistance,4-6 Feet - Open,0.0
Chuma Okeke,DefenderDistance,6+ Feet - Wide Open,0.5
Chuma Okeke,ShotClock,22-18 Very Early,1.0
Chuma Okeke,ShotClock,18-15 Early,0.0
Chuma Okeke,ShotClock,15-7 Average,0.0
Chuma Okeke,ShotClock,4-0 Very Late,1.0
Josh Okogie,TouchTime,Touch < 2 Seconds,0.333
Josh Okogie,TouchTime,Touch 2-6 Seconds,0.476
Josh Okogie,TouchTime,Touch 6+ Seconds,0.0
Josh Okogie,DribbleRange,0 Dribbles,0.373
Josh Okogie,DribbleRange,1 Dribble,0.375
Josh Okogie,DribbleRange,2 Dribbles,0.333
Josh Okogie,DribbleRange,3-6 Dribbles,0.478
Josh Okogie,DribbleRange,7+ Dribbles,0.0
Josh Okogie,DefenderDistance,0-2 Feet - Very Tight,0.0
Josh Okogie,DefenderDistance,2-4 Feet - Tight,0.5
Josh Okogie,DefenderDistance,4-6 Feet - Open,0.389
Josh Okogie,DefenderDistance,6+ Feet - Wide Open,0.341
Josh Okogie,ShotClock,24-22,0.5
Josh Okogie,ShotClock,22-18 Very Early,0.214
Josh Okogie,ShotClock,18-15 Early,0.364
Josh Okogie,ShotClock,15-7 Average,0.412
Josh Okogie,ShotClock,7-4 Late,0.286
Josh Okogie,ShotClock,4-0 Very Late,0.556
Onyeka Okongwu,TouchTime,Touch < 2 Seconds,0.584
Onyeka Okongwu,TouchTime,Touch 2-6 Seconds,0.472
Onyeka Okongwu,TouchTime,Touch 6+ Seconds,1.0
Onyeka Okongwu,DribbleRange,0 Dribbles,0.59
Onyeka Okongwu,DribbleRange,1 Dribble,0.521
Onyeka Okongwu,DribbleRange,2 Dribbles,0.447
Onyeka Okongwu,DribbleRange,3-6 Dribbles,0.6
Onyeka Okongwu,DribbleRange,7+ Dribbles,0.5
Onyeka Okongwu,DefenderDistance,0-2 Feet - Very Tight,0.451
Onyeka Okongwu,DefenderDistance,2-4 Feet - Tight,0.612
Onyeka Okongwu,DefenderDistance,4-6 Feet - Open,0.663
Onyeka Okongwu,DefenderDistance,6+ Feet - Wide Open,0.407
Onyeka Okongwu,ShotClock,24-22,0.529
Onyeka Okongwu,ShotClock,22-18 Very Early,0.828
Onyeka Okongwu,ShotClock,18-15 Early,0.552
Onyeka Okongwu,ShotClock,15-7 Average,0.562
Onyeka Okongwu,ShotClock,7-4 Late,0.537
Onyeka Okongwu,ShotClock,4-0 Very Late,0.448
Quincy Olivari,TouchTime,Touch < 2 Seconds,0.25
Quincy Olivari,TouchTime,Touch 2-6 Seconds,0.0
Quincy Olivari,DribbleRange,0 Dribbles,0.25
Quincy Olivari,DribbleRange,1 Dribble,0.0
Quincy Olivari,DefenderDistance,4-6 Feet - Open,0.0
Quincy Olivari,DefenderDistance,6+ Feet - Wide Open,0.5
Quincy Olivari,ShotClock,18-15 Early,0.5
Quincy Olivari,ShotClock,15-7 Average,0.0
Kelly Oubre Jr.,TouchTime,Touch < 2 Seconds,0.472
Kelly Oubre Jr.,TouchTime,Touch 2-6 Seconds,0.495
Kelly Oubre Jr.,TouchTime,Touch 6+ Seconds,0.367
Kelly Oubre Jr.,DribbleRange,0 Dribbles,0.457
Kelly Oubre Jr.,DribbleRange,1 Dribble,0.559
Kelly Oubre Jr.,DribbleRange,2 Dribbles,0.487
Kelly Oubre Jr.,DribbleRange,3-6 Dribbles,0.471
Kelly Oubre Jr.,DribbleRange,7+ Dribbles,0.345
Kelly Oubre Jr.,DefenderDistance,0-2 Feet - Very Tight,0.453
Kelly Oubre Jr.,DefenderDistance,2-4 Feet - Tight,0.524
Kelly Oubre Jr.,DefenderDistance,4-6 Feet - Open,0.419
Kelly Oubre Jr.,DefenderDistance,6+ Feet - Wide Open,0.401
Kelly Oubre Jr.,ShotClock,24-22,0.512
Kelly Oubre Jr.,ShotClock,22-18 Very Early,0.578
Kelly Oubre Jr.,ShotClock,18-15 Early,0.392
Kelly Oubre Jr.,ShotClock,15-7 Average,0.501
Kelly Oubre Jr.,ShotClock,7-4 Late,0.311
Kelly Oubre Jr.,ShotClock,4-0 Very Late,0.378
Chris Paul,TouchTime,Touch < 2 Seconds,0.405
Chris Paul,TouchTime,Touch 2-6 Seconds,0.433
Chris Paul,TouchTime,Touch 6+ Seconds,0.438
Chris Paul,DribbleRange,0 Dribbles,0.399
Chris Paul,DribbleRange,1 Dribble,0.5
Chris Paul,DribbleRange,2 Dribbles,0.391
Chris Paul,DribbleRange,3-6 Dribbles,0.427
Chris Paul,DribbleRange,7+ Dribbles,0.435
Chris Paul,DefenderDistance,0-2 Feet - Very Tight,0.0
Chris Paul,DefenderDistance,2-4 Feet - Tight,0.529
Chris Paul,DefenderDistance,4-6 Feet - Open,0.395
Chris Paul,DefenderDistance,6+ Feet - Wide Open,0.45
Chris Paul,ShotClock,24-22,0.333
Chris Paul,ShotClock,22-18 Very Early,0.387
Chris Paul,ShotClock,18-15 Early,0.483
Chris Paul,ShotClock,15-7 Average,0.433
Chris Paul,ShotClock,7-4 Late,0.404
Chris Paul,ShotClock,4-0 Very Late,0.365
Cameron Payne,TouchTime,Touch < 2 Seconds,0.331
Cameron Payne,TouchTime,Touch 2-6 Seconds,0.431
Cameron Payne,TouchTime,Touch 6+ Seconds,0.469
Cameron Payne,DribbleRange,0 Dribbles,0.317
Cameron Payne,DribbleRange,1 Dribble,0.4
Cameron Payne,DribbleRange,2 Dribbles,0.407
Cameron Payne,DribbleRange,3-6 Dribbles,0.455
Cameron Payne,DribbleRange,7+ Dribbles,0.477
Cameron Payne,DefenderDistance,0-2 Feet - Very Tight,0.5
Cameron Payne,DefenderDistance,2-4 Feet - Tight,0.418
Cameron Payne,DefenderDistance,4-6 Feet - Open,0.38
Cameron Payne,DefenderDistance,6+ Feet - Wide Open,0.399
Cameron Payne,ShotClock,24-22,0.0
Cameron Payne,ShotClock,22-18 Very Early,0.476
Cameron Payne,ShotClock,18-15 Early,0.48
Cameron Payne,ShotClock,15-7 Average,0.373
Cameron Payne,ShotClock,7-4 Late,0.306
Cameron Payne,ShotClock,4-0 Very Late,0.364
Gary Payton II,TouchTime,Touch < 2 Seconds,0.576
Gary Payton II,TouchTime,Touch 2-6 Seconds,0.588
Gary Payton II,TouchTime,Touch 6+ Seconds,0.0
Gary Payton II,DribbleRange,0 Dribbles,0.566
Gary Payton II,DribbleRange,1 Dribble,0.529
Gary Payton II,DribbleRange,2 Dribbles,0.75
Gary Payton II,DribbleRange,3-6 Dribbles,0.692
Gary Payton II,DribbleRange,7+ Dribbles,0.0
Gary Payton II,DefenderDistance,0-2 Feet - Very Tight,0.8
Gary Payton II,DefenderDistance,2-4 Feet - Tight,0.667
Gary Payton II,DefenderDistance,4-6 Feet - Open,0.538
Gary Payton II,DefenderDistance,6+ Feet - Wide Open,0.408
Gary Payton II,ShotClock,24-22,0.786
Gary Payton II,ShotClock,22-18 Very Early,0.822
Gary Payton II,ShotClock,18-15 Early,0.5
Gary Payton II,ShotClock,15-7 Average,0.57
Gary Payton II,ShotClock,7-4 Late,0.387
Gary Payton II,ShotClock,4-0 Very Late,0.348
Julian Phillips,TouchTime,Touch < 2 Seconds,0.448
Julian Phillips,TouchTime,Touch 2-6 Seconds,0.432
Julian Phillips,DribbleRange,0 Dribbles,0.43
Julian Phillips,DribbleRange,1 Dribble,0.581
Julian Phillips,DribbleRange,2 Dribbles,0.313
Julian Phillips,DribbleRange,3-6 Dribbles,0.529
Julian Phillips,DefenderDistance,0-2 Feet - Very Tight,0.471
Julian Phillips,DefenderDistance,2-4 Feet - Tight,0.564
Julian Phillips,DefenderDistance,4-6 Feet - Open,0.318
Julian Phillips,DefenderDistance,6+ Feet - Wide Open,0.402
Julian Phillips,ShotClock,24-22,0.52
Julian Phillips,ShotClock,22-18 Very Early,0.518
Julian Phillips,ShotClock,18-15 Early,0.489
Julian Phillips,ShotClock,15-7 Average,0.447
Julian Phillips,ShotClock,7-4 Late,0.095
Julian Phillips,ShotClock,4-0 Very Late,0.375
Jalen Pickett,TouchTime,Touch < 2 Seconds,0.4
Jalen Pickett,TouchTime,Touch 2-6 Seconds,0.396
Jalen Pickett,TouchTime,Touch 6+ Seconds,0.593
Jalen Pickett,DribbleRange,0 Dribbles,0.385
Jalen Pickett,DribbleRange,1 Dribble,0.5
Jalen Pickett,DribbleRange,2 Dribbles,0.25
Jalen Pickett,DribbleRange,3-6 Dribbles,0.513
Jalen Pickett,DribbleRange,7+ Dribbles,0.522
Jalen Pickett,DefenderDistance,0-2 Feet - Very Tight,0.333
Jalen Pickett,DefenderDistance,2-4 Feet - Tight,0.556
Jalen Pickett,DefenderDistance,4-6 Feet - Open,0.436
Jalen Pickett,DefenderDistance,6+ Feet - Wide Open,0.387
Jalen Pickett,ShotClock,22-18 Very Early,0.533
Jalen Pickett,ShotClock,18-15 Early,0.381
Jalen Pickett,ShotClock,15-7 Average,0.47
Jalen Pickett,ShotClock,7-4 Late,0.353
Jalen Pickett,ShotClock,4-0 Very Late,0.276
Scotty Pippen Jr.,TouchTime,Touch < 2 Seconds,0.481
Scotty Pippen Jr.,TouchTime,Touch 2-6 Seconds,0.504
Scotty Pippen Jr.,TouchTime,Touch 6+ Seconds,0.397
Scotty Pippen Jr.,DribbleRange,0 Dribbles,0.457
Scotty Pippen Jr.,DribbleRange,1 Dribble,0.563
Scotty Pippen Jr.,DribbleRange,2 Dribbles,0.594
Scotty Pippen Jr.,DribbleRange,3-6 Dribbles,0.494
Scotty Pippen Jr.,DribbleRange,7+ Dribbles,0.373
Scotty Pippen Jr.,DefenderDistance,0-2 Feet - Very Tight,0.368
Scotty Pippen Jr.,DefenderDistance,2-4 Feet - Tight,0.533
Scotty Pippen Jr.,DefenderDistance,4-6 Feet - Open,0.435
Scotty Pippen Jr.,DefenderDistance,6+ Feet - Wide Open,0.483
Scotty Pippen Jr.,ShotClock,24-22,0.706
Scotty Pippen Jr.,ShotClock,22-18 Very Early,0.507
Scotty Pippen Jr.,ShotClock,18-15 Early,0.49
Scotty Pippen Jr.,ShotClock,15-7 Average,0.463
Scotty Pippen Jr.,ShotClock,7-4 Late,0.542
Scotty Pippen Jr.,ShotClock,4-0 Very Late,0.311
Daeqwon Plowden,TouchTime,Touch < 2 Seconds,0.591
Daeqwon Plowden,TouchTime,Touch 2-6 Seconds,1.0
Daeqwon Plowden,DribbleRange,0 Dribbles,0.55
Daeqwon Plowden,DribbleRange,1 Dribble,1.0
Daeqwon Plowden,DribbleRange,2 Dribbles,1.0
Daeqwon Plowden,DribbleRange,3-6 Dribbles,1.0
Daeqwon Plowden,DefenderDistance,0-2 Feet - Very Tight,1.0
Daeqwon Plowden,DefenderDistance,2-4 Feet - Tight,0.8
Daeqwon Plowden,DefenderDistance,4-6 Feet - Open,0.5
Daeqwon Plowden,DefenderDistance,6+ Feet - Wide Open,0.636
Daeqwon Plowden,ShotClock,24-22,0.5
Daeqwon Plowden,ShotClock,22-18 Very Early,0.5
Daeqwon Plowden,ShotClock,18-15 Early,0.667
Daeqwon Plowden,ShotClock,15-7 Average,0.7
Daeqwon Plowden,ShotClock,7-4 Late,0.5
Daeqwon Plowden,ShotClock,4-0 Very Late,1.0
Brandin Podziemski,TouchTime,Touch < 2 Seconds,0.445
Brandin Podziemski,TouchTime,Touch 2-6 Seconds,0.453
Brandin Podziemski,TouchTime,Touch 6+ Seconds,0.425
Brandin Podziemski,DribbleRange,0 Dribbles,0.473
Brandin Podziemski,DribbleRange,1 Dribble,0.439
Brandin Podziemski,DribbleRange,2 Dribbles,0.419
